1044880929|9.99|NULL|22.26
1044884674|5.99|NULL|5.99
1044884849|18.99|NULL|18.99
1044896146|22.50|NULL|22.50
1044896485|14.99|NULL|14.99
1044897718|20.00|NULL|21.50
1044908245|24.99|NULL|24.99
1044910123|30.00|NULL|30.00
1044913099|4.95|NULL|7.00
1044914830|8.50|NULL|8.50
1044917206|2.99|NULL|2.99
1044923263|14.00|NULL|14.00
1044938750|4.99|NULL|15.83
1044942087|15.99|$53.60|15.99
1044942715|8.99|NULL|8.99
1044943868|23.00|NULL|23.00
1044944674|9.99|NULL|9.99
1044948773|5.00|NULL|5.00
1044953624|6.50|NULL|6.50
1044954717|9.99|NULL|71.00
1044955341|9.99|NULL|12.50
1044968142|5.95|NULL|5.95
1044968489|150.00|NULL|150.00
1044970243|18.00|NULL|18.00
1044982114|124.95|NULL|124.95
1044988356|6.00|NULL|6.00
1044993053|4.95|NULL|4.95
1044995614|29.99|$116.26|29.99
1044996076|19.99|NULL|19.99
1044999719|69.99|NULL|69.99
1045001090|9.95|NULL|9.95
1045003409|1.99|NULL|1.99
1045005815|139.95|NULL|139.95
1045013883|5.00|NULL|5.00
1045014297|18.50|NULL|18.50
1045014900|20.00|NULL|36.00
1045017350|4.00|$20.27|4.00
1045020620|36.00|NULL|36.00
1045021816|3.00|NULL|3.00
1045023344|8.00|NULL|8.00
1045023664|179.00|NULL|179.00
1045028393|7.95|NULL|7.95
1045028764|9.99|NULL|42.00
1045032333|9.99|NULL|9.99
1045033048|20.00|NULL|20.00
1045034546|9.99|NULL|9.99
1045034667|40.00|$200.78|40.00
1045036517|7.99|NULL|7.99
1045041605|1.00|NULL|25.00
1045048091|459.00|NULL|459.00
1045048202|245.00|NULL|245.00
1045080370|29.95|NULL|29.95
1045080937|24.95|NULL|24.95
1045090378|128.50|NULL|128.50
1045100798|19.00|NULL|19.00
1045102327|79.99|NULL|79.99
1045104966|12.00|$59.27|12.00
1045107350|15.00|NULL|15.00
1045110355|19.95|NULL|19.95
1045111305|55.99|NULL|55.99
1045114383|18.99|NULL|18.99
1045122521|5.00|NULL|5.00
1045125403|1.00|NULL|7.02
1045125754|10.00|NULL|10.00
1045128766|9.95|NULL|9.95
1045130515|9.95|$57.06|9.95
1045138555|10.99|NULL|10.99
1045139541|5.00|NULL|5.00
1045143944|17.50|NULL|17.50
1045147623|9.99|NULL|9.99
1045154238|9.99|NULL|9.99
1045157743|1.00|NULL|122.50
1045164703|71.99|NULL|71.99
1045165699|2.00|NULL|2.00
1045170563|4.75|NULL|4.75
1045175503|8.00|NULL|8.00
1045178271|75.00|NULL|75.00
1045180169|8.00|NULL|8.00
1045180870|1.00|$1.45|1.00
1045181453|245.00|NULL|245.00
1045186593|12.00|NULL|12.00
1045188109|9.00|NULL|9.00
1045188547|49.99|NULL|152.50
1045195481|5.00|NULL|5.00
1045196855|9.95|NULL|9.95
1045212403|9.99|$47.12|9.99
1045218059|1.99|NULL|1.99
1045218598|9.99|NULL|10.49
1045221605|325.00|NULL|325.00
1045224300|2.99|NULL|2.99
1045231642|40.00|NULL|40.00
1045233300|9.99|NULL|9.99
1045233442|12.00|NULL|12.00
1045234402|12.50|NULL|12.50
1045234819|1.99|NULL|1.99
1045234876|5.00|$9.30|5.00
1045237036|12.99|NULL|12.99
1045238762|1.00|NULL|1.00
1045240995|19.99|NULL|19.99
1045241431|9.99|NULL|9.99
1045241545|19.99|NULL|19.99
1045241826|8.50|NULL|8.50
1045246078|1.00|$2.59|1.00
1045246222|17.99|NULL|17.99
1045251618|5.00|NULL|5.00
1045254741|50.00|$126.64|50.00
1045258842|9.99|$13.63|9.99
1045259468|16.00|NULL|16.00
1045260173|20.00|NULL|20.00
1045261977|59.99|NULL|59.99
1045264614|3.99|NULL|3.99
1045266160|5.00|NULL|5.00
1045266709|32.95|NULL|32.95
1045268293|4.00|NULL|4.00
1045269489|19.99|NULL|19.99
1045272701|275.00|NULL|275.00
1045274788|2.99|NULL|2.99
1045275048|1.00|NULL|18.50
1045278747|16.40|NULL|16.40
1045279551|3.00|NULL|3.00
1045280711|25.00|NULL|60.00
1045282425|37.00|NULL|37.00
1045284904|24.75|NULL|24.75
1045288166|7.95|NULL|7.95
1045291850|4.99|NULL|4.99
1045298651|9.99|NULL|13.49
1045299503|30.00|NULL|30.00
1045299669|6.00|NULL|6.00
1045301128|4.99|NULL|4.99
1045301946|24.99|NULL|24.99
1045302047|25.00|NULL|25.00
1045302410|5.00|NULL|5.00
1045302453|28.00|NULL|28.00
1045304791|8.99|NULL|8.99
1045307826|1.49|NULL|1.49
1045307931|20.00|NULL|20.00
1045308478|4.25|NULL|4.25
1045310980|6.00|NULL|10.51
1045314191|5.99|NULL|5.99
1045314314|10.00|NULL|10.00
1045317455|5.00|NULL|7.00
1045321693|20.00|$103.65|20.00
1045321773|12.95|NULL|12.95
1045324904|15.00|NULL|15.00
1045327231|4.99|NULL|4.99
1045330340|11.95|NULL|11.95
1045333202|5.00|NULL|5.00
1045336733|9.99|NULL|9.99
1045341043|14.00|NULL|14.00
1045341232|14.50|NULL|14.50
1045341471|10.00|NULL|10.00
1045344452|1.00|NULL|1.25
1045345929|4.50|NULL|4.50
1045346056|8.00|NULL|8.00
1045346859|5.99|NULL|5.99
1045347222|174.99|NULL|174.99
1045348061|1.00|NULL|555.02
1045350187|469.00|NULL|469.00
1045350419|369.00|NULL|369.00
1045351274|21.00|NULL|21.00
1045351627|7.99|NULL|7.99
1045351652|369.00|NULL|369.00
1045351826|6.99|NULL|6.99
1045354249|0.50|NULL|0.50
1045358739|1.00|NULL|1.25
1045360853|1.50|NULL|1.50
1045361037|9.99|NULL|9.99
1045363331|1.00|NULL|4.25
1045365342|9.99|NULL|9.99
1045365533|24.99|NULL|24.99
1045367953|14.95|NULL|14.95
1045372296|5.00|NULL|5.00
1045372371|7.99|NULL|7.99
1045380204|5.97|NULL|5.97
1045382014|6.00|$31.16|6.00
1045384231|9.99|NULL|9.99
1045385330|19.75|NULL|19.75
1045387051|5.00|NULL|5.00
1045388760|1.00|NULL|8.50
1045390166|3.95|NULL|3.95
1045393477|1.00|NULL|1.00
1045394164|1.00|NULL|5.50
1045399008|9.99|$35.96|9.99
1045404382|9.00|NULL|24.99
1045405868|0.01|NULL|0.55
1045406109|40.00|NULL|40.00
1045406821|9.95|NULL|45.00
1045407232|2.00|NULL|2.25
1045411293|9.00|NULL|9.00
1045411403|24.95|$40.86|24.95
1045413526|8.95|NULL|8.95
1045413825|49.99|NULL|49.99
1045415692|9.00|NULL|9.00
1045416099|9.99|NULL|9.99
1045416950|8.99|$26.67|8.99
1045419344|9.99|NULL|9.99
1045421406|7.99|NULL|7.99
1045422574|4.99|NULL|6.52
1045425068|14.99|NULL|14.99
1045425542|5.00|NULL|5.00
1045425917|4.99|NULL|4.99
1045431640|6.99|NULL|6.99
1045433256|0.99|NULL|0.99
1045438020|30.00|NULL|30.00
1045438202|21.00|NULL|21.00
1045438837|18.50|NULL|18.50
1045443230|12.99|NULL|12.99
1045447604|3.00|NULL|3.00
1045449303|7.50|NULL|7.50
1045452503|17.00|NULL|17.00
1045453249|16.50|NULL|16.50
1045456564|5.99|NULL|5.99
1045456771|7.75|NULL|7.75
1045460719|1.99|NULL|102.50
1045461511|1.00|NULL|1.00
1045462001|1.00|NULL|1.00
1045463362|14.99|NULL|14.99
1045464047|14.99|NULL|14.99
1045468095|24.99|NULL|24.99
1045468544|4.25|NULL|4.25
1045468872|9.75|NULL|9.75
1045471787|14.95|NULL|14.95
1045473268|2.00|NULL|2.00
1045473347|2.00|NULL|2.00
1045477459|3.99|NULL|3.99
1045477615|4.50|NULL|4.50
1045478180|9.95|NULL|34.00
1045478376|1.99|NULL|1.99
1045480931|2.49|NULL|2.49
1045480969|32.95|$96.57|32.95
1045481175|2.00|NULL|2.00
1045481434|9.99|NULL|9.99
1045481868|2.00|NULL|2.00
1045481985|4.99|NULL|4.99
1045483038|14.00|NULL|14.00
1045483617|12.00|NULL|12.00
1045485650|4.99|NULL|4.99
1045486382|18.00|NULL|18.00
1045486995|2.00|NULL|2.00
1045488593|8.99|NULL|8.99
1045489344|1.00|NULL|1.00
1045491776|4.95|NULL|4.95
1045493359|18.99|NULL|18.99
1045493882|3.95|NULL|3.95
1045493963|5.99|NULL|10.00
1045494090|21.95|NULL|21.95
1045494393|19.95|NULL|19.95
1045495205|1.99|NULL|1.99
1045495328|14.99|NULL|14.99
1045504133|22.95|NULL|22.95
1045504875|7.99|NULL|7.99
1045505212|14.99|NULL|14.99
1045508755|84.99|NULL|84.99
1045510294|14.95|NULL|14.95
1045512636|2.99|NULL|3.25
1045516588|9.99|NULL|9.99
1045516919|7.99|NULL|7.99
1045520156|6.00|NULL|6.00
1045521656|3.99|NULL|3.99
1045522967|24.95|NULL|24.95
1045523926|8.00|NULL|10.00
1045524027|1.00|NULL|177.50
1045533758|2.49|NULL|2.49
1045535889|3.00|NULL|3.00
1045541095|45.00|$86.63|61.00
1045543530|4.99|NULL|4.99
1045546047|5.00|NULL|5.00
1045548723|27.00|NULL|32.00
1045551724|22.50|NULL|22.50
1045553108|8.00|NULL|8.50
1045556104|9.99|NULL|9.99
1045556364|8.00|$14.93|8.00
1045557193|49.00|NULL|49.00
1045558134|7.95|NULL|7.95
1045560663|22.50|NULL|22.50
1045562364|1.00|NULL|62.01
1045568348|1.00|NULL|1.25
1045570474|9.99|NULL|9.99
1045570482|7.99|NULL|7.99
1045570669|6.99|NULL|6.99
1045573947|97.50|NULL|97.50
1045577527|2.00|NULL|2.00
1045577561|9.99|NULL|9.99
1045578379|19.99|NULL|19.99
1045582030|12.99|NULL|12.99
1045584095|0.99|NULL|0.99
1045584268|19.99|NULL|19.99
1045585905|4.95|NULL|4.95
1045585978|4.99|NULL|4.99
1045586641|19.99|NULL|21.50
1045588543|6.00|NULL|6.00
1045590166|14.99|NULL|20.50
1045591004|2.75|NULL|2.75
1045593599|5.75|NULL|6.50
1045594176|19.99|NULL|19.99
1045596448|9.99|NULL|9.99
1045598437|250.00|NULL|250.00
1045599241|22.00|$106.48|22.00
1045601612|14.99|NULL|14.99
1045602125|14.95|NULL|14.95
1045602170|1.00|NULL|8.00
1045602986|9.99|NULL|9.99
1045604603|4.20|NULL|4.70
1045606939|14.95|NULL|14.95
1045608236|1.99|NULL|3.25
1045609290|24.99|NULL|24.99
1045609361|2.00|NULL|2.00
1045612863|6.00|NULL|6.00
1045615794|50.00|NULL|50.00
1045615887|2.99|NULL|2.99
1045617280|1.00|NULL|1.00
1045618119|5.00|NULL|5.00
1045632120|4.00|NULL|6.27
1045634599|9.99|NULL|9.99
1045635023|9.99|NULL|9.99
1045641581|75.00|NULL|75.00
1045647851|7.99|NULL|7.99
1045648841|17.99|NULL|17.99
1045652705|10.99|NULL|10.99
1045653591|16.50|NULL|16.50
1045655459|9.99|$34.38|20.00
1045655586|3.99|NULL|3.99
1045655611|9.95|NULL|11.73
1045657358|1.99|NULL|1.99
1045657408|1.99|NULL|1.99
1045657799|0.01|NULL|15.50
1045664346|2.00|NULL|2.00
1045671817|15.00|NULL|16.00
1045671883|35.00|$51.14|35.00
1045677283|22.50|NULL|22.50
1045677572|0.99|NULL|0.99
1045678297|4.00|NULL|4.00
1045678903|4.99|NULL|4.99
1045679123|3.00|NULL|3.00
1045680516|4.00|NULL|4.00
1045680577|25.00|$109.92|25.00
1045681492|8.99|NULL|8.99
1045681675|3.00|NULL|3.00
1045683252|24.95|NULL|26.00
1045684594|4.99|NULL|4.99
1045688690|19.95|NULL|19.95
1045689513|5.00|NULL|5.00
1045692163|1.00|NULL|1.00
1045696657|6.99|NULL|6.99
1045697315|7.95|NULL|7.95
1045698576|1.00|NULL|1.80
1045699221|9.00|NULL|9.00
1045699348|9.99|NULL|82.50
1045700537|9.00|$50.07|9.00
1045702702|9.99|NULL|91.00
1045703148|3.00|NULL|3.00
1045704363|10.00|NULL|46.00
1045705706|17.99|NULL|17.99
1045710634|2.75|NULL|2.75
1045711485|49.99|$166.22|49.99
1045716476|1.00|NULL|1.00
1045719451|3.00|NULL|3.00
1045722461|12.50|NULL|12.50
1045722507|12.50|NULL|12.50
1045723239|16.99|NULL|16.99
1045723355|14.95|NULL|14.95
1045724030|9.99|NULL|9.99
1045724759|14.99|NULL|14.99
1045725925|2.50|NULL|2.50
1045728189|3.00|NULL|3.00
1045728214|3.00|NULL|3.00
1045730799|100.00|NULL|100.00
1045731418|14.99|NULL|15.49
1045732786|3.99|NULL|8.50
1045732931|2.99|NULL|2.99
1045738337|1.99|NULL|1.99
1045739279|39.99|NULL|42.00
1045742100|3.59|NULL|3.59
1045743020|3.99|NULL|31.00
1045746374|7.00|NULL|7.00
1045746742|9.95|NULL|9.95
1045747129|100.00|NULL|100.00
1045747332|7.99|$25.66|7.99
1045748248|3.99|NULL|3.99
1045748611|19.99|NULL|19.99
1045750612|9.99|NULL|25.99
1045754011|8.50|NULL|8.50
1045754969|0.10|NULL|37.77
1045756299|3.99|NULL|3.99
1045756410|1.00|NULL|1.00
1045756544|24.99|NULL|24.99
1045757105|2.00|NULL|2.00
1045757611|18.00|NULL|18.50
1045758137|10.00|NULL|11.50
1045761123|3.00|NULL|3.00
1045761545|5.99|NULL|5.99
1045764509|5.99|NULL|5.99
1045767117|5.00|NULL|8.50
1045769659|14.50|NULL|14.50
1045770692|13.99|NULL|13.99
1045771355|9.95|NULL|9.95
1045773325|11.95|NULL|11.95
1045773349|9.99|$48.64|9.99
1045773721|9.95|NULL|9.95
1045776745|8.99|$113.32|26.00
1045780900|22.95|NULL|22.95
1045781414|4.99|$30.83|4.99
1045781936|29.99|NULL|30.99
1045782248|69.99|NULL|69.99
1045785902|40.00|NULL|40.00
1045788253|18.95|$36.59|18.95
1045788549|9.99|$61.32|9.99
1045788675|75.00|NULL|75.00
1045788878|9.99|NULL|9.99
1045789448|3.95|NULL|3.95
1045789543|9.95|NULL|9.95
1045790496|27.99|NULL|27.99
1045790825|22.99|NULL|22.99
1045792355|7.95|NULL|7.95
1045793153|7.50|NULL|7.50
1045795074|8.50|NULL|11.50
1045795128|9.99|NULL|9.99
1045795866|19.50|NULL|19.50
1045796439|2.50|NULL|2.50
1045796776|4.00|NULL|11.51
1045797007|20.00|NULL|31.00
1045798681|11.95|NULL|11.95
1045799297|20.00|NULL|20.00
1045800287|7.99|NULL|7.99
1045802751|4.00|NULL|4.00
1045803227|9.99|NULL|9.99
1045808456|100.00|NULL|100.00
1045808742|7.99|NULL|7.99
1045811067|5.00|NULL|5.00
1045811715|3.95|NULL|3.95
1045812494|1.50|NULL|1.50
1045812621|9.99|NULL|9.99
1045814102|1.00|NULL|1.00
1045814261|5.15|NULL|5.15
1045814355|11.95|NULL|11.95
1045815184|7.50|NULL|7.50
1045815781|41.00|NULL|41.00
1045816244|19.99|NULL|19.99
1045817176|1.75|$4.30|2.25
1045818086|5.00|NULL|5.00
1045819073|10.00|NULL|10.00
1045819439|2.99|NULL|2.99
1045819711|4.99|NULL|4.99
1045820207|2.00|NULL|2.00
1045821287|0.99|$225.14|137.50
1045823269|7.97|NULL|7.97
1045823967|9.00|NULL|23.50
1045826238|6.50|NULL|6.50
1045826392|4.30|NULL|4.30
1045829564|2.00|NULL|2.00
1045829698|1.00|NULL|1.00
1045831574|175.00|NULL|175.00
1045834998|24.95|NULL|24.95
1045835690|3.75|NULL|3.75
1045837317|19.99|NULL|19.99
1045837812|2.00|NULL|2.00
1045837884|9.00|NULL|9.00
1045837917|0.99|$9.73|6.75
1045838416|4.99|NULL|4.99
1045839142|3.00|NULL|20.51
1045840369|1.00|NULL|1.00
1045840994|9.99|NULL|58.00
1045841067|5.00|NULL|5.00
1045841432|4.00|NULL|4.00
1045842209|59.99|$183.13|59.99
1045843581|9.99|NULL|9.99
1045844320|3.99|NULL|3.99
1045846149|24.50|NULL|24.50
1045846223|24.99|NULL|60.00
1045846537|9.99|NULL|9.99
1045848321|8.00|NULL|8.00
1045848891|9.95|NULL|9.95
1045853944|1.99|NULL|1.99
1045854027|14.99|NULL|14.99
1045854831|5.99|NULL|5.99
1045855296|5.99|NULL|5.99
1045857524|9.99|NULL|351.00
1045857782|5.00|NULL|5.00
1045858344|1.00|NULL|1.00
1045861321|9.95|NULL|9.95
1045862688|3.50|NULL|3.50
1045863548|9.95|NULL|36.50
1045866029|5.00|NULL|5.00
1045866045|5.99|NULL|5.99
1045867996|1.25|$5.31|1.25
1045868055|5.00|NULL|5.00
1045870009|1.68|NULL|1.68
1045870959|1.68|NULL|2.25
1045871355|10.99|NULL|10.99
1045871701|1.00|NULL|29.00
1045872004|199.99|NULL|199.99
1045874211|1.00|NULL|1.25
1045875982|14.99|NULL|22.49
1045876418|9.99|NULL|9.99
1045877276|2.00|NULL|2.00
1045878499|24.99|NULL|24.99
1045878644|6.00|NULL|6.00
1045879504|4.99|NULL|4.99
1045879775|9.99|NULL|9.99
1045882782|4.97|NULL|4.97
1045885108|5.99|NULL|5.99
1045885477|9.97|NULL|9.97
1045885631|16.00|NULL|16.00
1045886235|1.50|$12.03|2.00
1045886807|5.99|$23.96|5.99
1045890436|100.00|NULL|100.00
1045890959|1.50|NULL|1.50
1045894261|2.95|NULL|2.95
1045896144|9.99|NULL|9.99
1045896338|19.99|NULL|41.00
1045896463|5.00|NULL|5.00
1045896857|74.99|NULL|74.99
1045897062|29.99|NULL|29.99
1045898369|29.99|NULL|29.99
1045901760|2.99|NULL|6.50
1045902586|13.99|NULL|13.99
1045905071|17.00|NULL|17.00
1045905879|39.99|NULL|48.00
1045906466|12.95|NULL|12.95
1045906642|24.99|NULL|24.99
1045908587|9.99|NULL|30.99
1045909010|9.99|NULL|9.99
1045911781|2.50|NULL|2.50
1045913830|9.99|NULL|51.00
1045915150|24.99|NULL|24.99
1045915302|44.50|NULL|44.50
1045918882|5.50|NULL|5.50
1045919910|2.00|$11.31|2.00
1045922169|1.95|NULL|1.95
1045922248|2.50|NULL|2.50
1045922702|23.99|NULL|23.99
1045926348|7.99|NULL|7.99
1045930007|6.99|NULL|6.99
1045930044|1.00|NULL|1.00
1045930462|5.99|NULL|92.13
1045930929|2.00|NULL|2.00
1045930938|29.95|NULL|29.95
1045932062|4.99|NULL|4.99
1045933073|2.98|$12.79|2.98
1045935015|7.99|NULL|7.99
1045935746|2.00|NULL|2.00
1045937495|9.99|NULL|9.99
1045938038|1.99|NULL|1.99
1045939166|90.00|NULL|90.00
1045939462|1.95|NULL|1.95
1045939661|5.00|NULL|5.00
1045939767|14.99|NULL|14.99
1045941851|215.00|$296.18|215.00
1045942011|2.50|NULL|2.50
1045944144|19.95|NULL|19.95
1045944527|5.00|NULL|5.00
1045945665|190.00|NULL|190.00
1045946837|6.50|NULL|7.50
1045947231|6.00|NULL|6.00
1045947680|3.00|NULL|3.00
1045950242|8.99|NULL|8.99
1045950557|5.95|NULL|5.95
1045950818|9.99|NULL|9.99
1045951195|9.99|NULL|9.99
1045953155|7.99|NULL|7.99
1045954573|2.95|NULL|2.95
1045954902|3.75|$6.81|3.75
1045956043|4.00|NULL|4.00
1045960286|1.99|NULL|1.99
1045960875|15.00|NULL|15.00
1045961474|14.95|$51.69|14.95
1045964647|19.99|NULL|19.99
1045965155|75.00|$351.15|75.00
1045967690|1.99|NULL|1.99
1045968375|7.99|NULL|7.99
1045968974|3.50|NULL|3.50
1045969224|3.99|NULL|3.99
1045970044|9.99|NULL|9.99
1045970920|3.00|$10.39|3.00
1045971736|7.00|NULL|7.00
1045972058|3.99|NULL|3.99
1045974094|85.00|NULL|85.00
1045980239|5.50|NULL|5.50
1045980306|5.50|NULL|5.50
1045980311|5.50|NULL|5.50
1045984485|60.00|NULL|66.00
1045985102|7.99|NULL|7.99
1045988084|4.99|NULL|4.99
1045990293|11.99|NULL|11.99
1045997002|9.99|NULL|31.00
1045999784|4.00|NULL|4.00
1046000030|3.50|$18.18|3.50
1046000521|4.99|NULL|4.99
1046001358|10.95|NULL|10.95
1046002531|3.00|$18.42|8.50
1046004138|13.75|NULL|13.75
1046004502|6.50|NULL|6.50
1046004713|9.99|NULL|21.50
1046005569|5.00|NULL|5.00
1046006155|5.95|NULL|5.95
1046008070|6.99|NULL|6.99
1046011414|4.00|NULL|4.00
1046011851|7.90|NULL|7.90
1046012636|1.50|$4.46|1.50
1046013416|9.99|NULL|9.99
1046014335|4.00|NULL|4.00
1046014358|39.00|NULL|39.00
1046019919|15.00|NULL|15.00
1046021739|1.39|NULL|1.39
1046022094|54.95|NULL|54.95
1046025367|5.00|NULL|5.00
1046028678|7.00|NULL|7.00
1046028995|27.99|NULL|27.99
1046029394|5.95|NULL|5.95
1046029964|6.95|NULL|6.95
1046031317|9.99|NULL|31.44
1046032244|7.75|NULL|7.75
1046032940|8.00|NULL|8.50
1046034457|5.99|NULL|5.99
1046036294|4.99|NULL|4.99
1046039718|4.00|NULL|4.00
1046040136|2.95|$7.62|2.95
1046040342|3.00|NULL|3.00
1046041465|2.00|NULL|2.00
1046042780|24.95|NULL|24.95
1046044175|1.59|NULL|1.59
1046044500|24.00|NULL|24.00
1046044921|1.50|NULL|1.50
1046045030|9.99|NULL|9.99
1046047343|4.00|NULL|4.25
1046047848|4.50|NULL|4.50
1046048032|9.99|$13.76|9.99
1046048074|9.95|NULL|9.95
1046048157|1.49|$4.45|1.49
1046048466|3.99|NULL|3.99
1046050374|1.99|NULL|1.99
1046050760|4.00|NULL|4.00
1046051737|2.50|NULL|2.50
1046052968|13.00|NULL|13.00
1046053077|7.75|NULL|7.75
1046053682|40.00|NULL|40.00
1046053925|1.99|NULL|1.99
1046057470|9.95|NULL|9.95
1046057948|1.99|NULL|1.99
1046059324|99.99|NULL|99.99
1046059790|1.00|NULL|1.00
1046064588|1.50|NULL|1.50
1046065453|24.99|NULL|24.99
1046065515|4.99|NULL|5.24
1046066516|7.00|NULL|10.11
1046066601|3.00|NULL|3.00
1046068770|4.95|NULL|4.95
1046069449|9.99|NULL|9.99
1046071209|14.99|NULL|14.99
1046071925|1.00|NULL|1.00
1046072095|69.99|NULL|69.99
1046073587|8.50|NULL|8.50
1046074462|49.00|NULL|49.00
1046078875|9.99|NULL|9.99
1046079099|69.99|NULL|69.99
1046080645|2.99|$5.70|2.99
1046083425|34.99|NULL|34.99
1046083502|0.49|NULL|1.36
1046085665|9.99|NULL|9.99
1046087736|1.00|NULL|12.50
1046089592|9.99|NULL|9.99
1046089722|39.99|NULL|39.99
1046089892|0.01|NULL|0.01
1046089925|1.99|NULL|1.99
1046090156|1.00|NULL|1.00
1046091063|9.99|NULL|9.99
1046091180|49.50|NULL|49.50
1046092801|2.00|NULL|2.00
1046093318|3.00|NULL|3.00
1046094116|49.99|NULL|49.99
1046094423|4.95|NULL|4.95
1046095069|15.00|NULL|15.00
1046097419|25.00|NULL|25.00
1046097902|5.00|$18.46|5.00
1046098820|19.00|NULL|179.50
1046100960|4.99|NULL|4.99
1046101390|1.75|NULL|1.75
1046101889|11.99|NULL|11.99
1046103821|12.99|NULL|12.99
1046104019|9.99|NULL|18.43
1046104738|24.00|NULL|24.00
1046105182|9.99|NULL|9.99
1046105234|30.00|NULL|30.00
1046108420|1.00|NULL|1.00
1046109199|3.00|NULL|3.00
1046110531|1.00|$5.40|1.00
1046111245|10.00|NULL|10.00
1046112036|19.56|NULL|19.56
1046112207|9.99|NULL|9.99
1046113344|18.50|NULL|18.50
1046115835|14.99|NULL|14.99
1046116689|40.00|NULL|40.00
1046119525|1.00|NULL|15.00
1046119641|14.00|NULL|14.00
1046119744|9.95|NULL|9.95
1046120281|9.95|NULL|9.95
1046122343|1.00|NULL|1.00
1046122530|4.99|NULL|4.99
1046124642|31.56|NULL|31.56
1046124913|9.95|$26.48|9.95
1046125678|15.99|NULL|15.99
1046126564|9.99|NULL|41.00
1046127504|9.99|$24.97|9.99
1046130642|9.95|NULL|9.95
1046132210|5.99|NULL|5.99
1046135057|4.95|$16.13|4.95
1046136307|4.99|NULL|18.50
1046136460|150.00|NULL|150.00
1046136831|9.99|NULL|9.99
1046137756|19.00|NULL|19.00
1046137984|37.99|NULL|37.99
1046141259|12.00|NULL|12.00
